Accuracy,Precision,Recall,F1,AUC
0.926642725187922,0.901136968764224,0.9005395683453239,0.9007814957092958,0.9562420744636162
0.958233842598491,0.9510314197100982,0.9352517985611509,0.9430491853349643,0.9875874808086644
0.9624235129032714,0.9598934719966525,0.9375899280575538,0.9485861489316584,0.9916532272825023
0.968342393227729,0.9690608898179068,0.9446043165467625,0.9566585582069095,0.9929375575435552
0.9704039173426195,0.9733955465052514,0.945863309352518,0.9594187394192721,0.993384232403953
0.9715350770091025,0.9780699620803276,0.9442446043165468,0.9608360438261798,0.9938932242120169
0.9712688983734659,0.9764660457401233,0.9451438848920862,0.9605237847162262,0.9940366437551841
0.9717341911920838,0.9757973369199616,0.9471223021582732,0.9612011597784358,0.9945302734193755
0.9723991732846363,0.9772078005540157,0.9474820143884892,0.9620944378815759,0.9943215436539597
0.9725988183208052,0.9775981148405493,0.9476618705035971,0.9623667328917025,0.9943401710334779
0.9726653076825071,0.9777865772984408,0.9476618705035971,0.9624560361078045,0.994543615438474
0.9738625585708018,0.9790952106699298,0.9496402877697842,0.9641239666296115,0.994720061372206
0.9735966453617587,0.9785365890587012,0.9494604316546763,0.9637608843163195,0.9946894100080902
0.973463489687292,0.9789319875568765,0.9487410071942446,0.9635585188066024,0.994749924399833
0.9739290479325039,0.9794706297712574,0.9494604316546763,0.9642068906093038,0.99476855798988
0.9754587456293088,0.9823662725071362,0.9507194244604316,0.9662703604846042,0.9950544496700502
0.9761238161973924,0.9826049606507874,0.9523381294964028,0.967216470577943,0.9949578669306278
0.9756582579521806,0.982568102592183,0.9510791366906476,0.9665517350593712,0.994967256549111
0.9765229735564332,0.9834996244798868,0.9525179856115107,0.9677501790735568,0.9948409778653223
0.9765231062697299,0.9833454484237898,0.952697841726619,0.9677614018620021,0.9950177483492734
0.9767225743548364,0.984592274625904,0.9519784172661871,0.9679981414021739,0.9950818304895203
0.9765230620319645,0.9843946294425983,0.9516187050359713,0.967714119077776,0.9948630413702
0.976124081623986,0.9843753077574592,0.9505395683453239,0.9671490015979949,0.9947983301634794
0.9763232842824989,0.985277202804153,0.9501798561151078,0.9673945151384071,0.9949250743364246
0.9763235939468581,0.9831676646488556,0.9523381294964028,0.9674813052030657,0.9949064794119284
0.9757914136266473,0.984380906902263,0.9496402877697843,0.9666772647862828,0.9948173411934107
0.975857858750584,0.9841609981312406,0.95,0.9667700910518823,0.9946935508281383
0.9762570603473902,0.9852694292746351,0.95,0.967300096631727,0.9948682804521625
0.9747937635367563,0.9839532682311937,0.9473021582733813,0.9652637965858586,0.9947539806765524
0.9764564841947312,0.9856508419522356,0.950179856115108,0.9675715491231374,0.9946750579766895
0.975591945541541,0.985093898044418,0.9483812949640289,0.9663590486249042,0.9947170210178081
0.9761904382723914,0.9860029247558451,0.9491007194244604,0.9671815680156788,0.9947617822026981
0.9762571930606871,0.9869056123584263,0.9483812949640287,0.9672449214251108,0.9946335364841404
0.9760574153112215,0.9858197619178346,0.9489208633093524,0.9670013717347935,0.9946189292200367
0.9758579029883496,0.9867147454275738,0.9474820143884892,0.9666839846938128,0.9947028595094063
0.9752595429707961,0.9846872683707868,0.9478417266187051,0.9659033307975319,0.9948910159963672
0.9757914578644129,0.9863466641850378,0.9476618705035971,0.9665974273051114,0.9947957296547643
0.9757251454537734,0.9870653844978101,0.9467625899280575,0.9664758189786191,0.9947176000995416
0.9756586560920713,0.9868845408408168,0.9467625899280575,0.9663962125599367,0.9947712394358101
0.9753925216942003,0.9867077668123738,0.946223021582734,0.9660207794449294,0.9947046852045587
0.9757250127404763,0.9874477458780679,0.9464028776978417,0.9664717655514977,0.994601320767935
0.9759244808255829,0.988356529796023,0.9460431654676258,0.9667239401457378,0.9946694523733532
0.9754591880069649,0.9879809970657819,0.9451438848920863,0.9660716275404807,0.9947896025673412
0.9758580799394121,0.9889299601507242,0.9453237410071944,0.9666207374338944,0.9946069272727996
0.9759910144250507,0.9883712614797556,0.9462230215827339,0.9668210226979413,0.9946785600137911
0.9765896841069633,0.9891180334247952,0.9471223021582732,0.967650297499468,0.9946649613596119
0.9757249242649454,0.9888923777398299,0.9449640287769784,0.9664203585020281,0.994687161496125
0.9763235497090923,0.9898452117016955,0.9456834532374099,0.9672420823747275,0.9945690297240241
0.9759911471383476,0.9881745412414723,0.9464028776978417,0.96683034035474,0.9946730624936914
0.9775871130080265,0.9898928701942256,0.9491007194244604,0.9690444763744303,0.9946408578963357
0.9765895513936667,0.9892890092247126,0.9469424460431654,0.9676363906886986,0.9947794623763917
0.9764564399569654,0.9889302703811088,0.9469424460431654,0.967460660213656,0.9948273383418564
0.9767225743548366,0.9891194110541288,0.9474820143884892,0.9678299905753744,0.9947252930416015
0.9760573710734558,0.988910469095209,0.945863309352518,0.9668913870184707,0.994631576962108
0.9760575037867527,0.9894765535066709,0.9453237410071942,0.9668726536737873,0.9947036376285736
0.976057459548987,0.990194386148479,0.9446043165467627,0.9668467557872967,0.9946349732198788
0.9767227070681331,0.9905891687509575,0.946043165467626,0.9677863089427005,0.9947566656284265
0.9773876006851545,0.9909746409644778,0.9474820143884891,0.9687227194997344,0.9947547874442885
0.9760577692133463,0.9890734864574131,0.9456834532374101,0.9668756227900619,0.9946783853176238
0.9767889752410073,0.9904070965622911,0.9464028776978418,0.9678747973500457,0.9946924057869179
0.9769884875638792,0.9918844363372269,0.945503597122302,0.9681121118296868,0.9946168889611287
0.9774538688580285,0.9920912100138171,0.9465827338129497,0.9687708906109478,0.9946248071851155
0.9773209786101555,0.9917162667416888,0.9465827338129497,0.9686042066400958,0.9947859853349458
0.9769218212511148,0.9900480004271728,0.9471223021582734,0.9680924642452702,0.9946512553233848
0.9765227966053708,0.989487293951624,0.9465827338129496,0.9675349701701876,0.9947210411332224
0.9774541342846221,0.9913488243644235,0.9473021582733814,0.9688061620446187,0.9946680739364506
0.9767890637165386,0.9900354668928244,0.9467625899280577,0.9678986618542794,0.9947443341224792
0.977188044124517,0.9915266960487095,0.9464028776978417,0.9684246025003146,0.9946818317604749
0.9771215990005804,0.9916974133824809,0.946043165467626,0.9683121134780093,0.994576476849344
0.9770548442122846,0.9911435272555845,0.9464028776978417,0.9682486324862618,0.994615239064012
0.9777200032558995,0.9922736926494494,0.9471223021582734,0.9691594578229713,0.9946845957463374
0.9771880883622824,0.9915147776926222,0.9464028776978417,0.9684158606990156,0.9947060223714951
0.9765228408431363,0.9909464194464446,0.9451438848920862,0.9674880074220875,0.994790623999003
